Date.Time,Temperature
3/29/14 9:20,25.5
3/29/14 9:30,25.5
3/29/14 9:40,25.5
3/29/14 9:50,25.4
3/29/14 10:00,25.4
3/29/14 10:10,25.5
3/29/14 10:20,25.5
3/29/14 10:30,26.0
3/29/14 10:40,26.1
3/29/14 10:50,26.1
3/29/14 11:00,26.1
3/29/14 11:10,26.1
3/29/14 11:20,26.1
3/29/14 11:30,26.3
3/29/14 11:40,26.0
3/29/14 11:50,26.0
3/29/14 12:00,26.1
3/29/14 12:10,25.7
3/29/14 12:20,25.5
3/29/14 12:30,25.6
3/29/14 12:40,25.4
3/29/14 12:50,25.4
3/29/14 13:00,25.4
3/29/14 13:10,25.5
3/29/14 13:20,25.9
3/29/14 13:30,25.8
3/29/14 13:40,25.6
3/29/14 13:50,25.6
3/29/14 14:00,26.3
3/29/14 14:10,25.7
3/29/14 14:20,25.5
3/29/14 14:30,25.6
3/29/14 14:40,25.7
3/29/14 14:50,26.1
3/29/14 15:00,25.6
3/29/14 15:10,25.6
3/29/14 15:20,25.6
3/29/14 15:30,25.5
3/29/14 15:40,25.5
3/29/14 15:50,25.7
3/29/14 16:00,25.6
3/29/14 16:10,25.7
3/29/14 16:20,25.8
3/29/14 16:30,25.6
3/29/14 16:40,25.6
3/29/14 16:50,25.7
3/29/14 17:00,25.7
3/29/14 17:10,25.7
3/29/14 17:20,25.6
3/29/14 17:30,25.7
3/29/14 17:40,25.6
3/29/14 17:50,25.5
3/29/14 18:00,25.3
3/29/14 18:10,25.3
3/29/14 18:20,25.3
3/29/14 18:30,25.2
3/29/14 18:40,25.3
3/29/14 18:50,25.3
3/29/14 19:00,25.3
3/29/14 19:10,25.2
3/29/14 19:20,25.2
3/29/14 19:30,25.1
3/29/14 19:40,25.0
3/29/14 19:50,25.0
3/29/14 20:00,25.0
3/29/14 20:10,25.0
3/29/14 20:20,25.0
3/29/14 20:30,25.1
3/29/14 20:40,25.2
3/29/14 20:50,25.2
3/29/14 21:00,25.2
3/29/14 21:10,25.3
3/29/14 21:20,25.3
3/29/14 21:30,25.0
3/29/14 21:40,25.0
3/29/14 21:50,25.0
3/29/14 22:00,25.0
3/29/14 22:10,25.0
3/29/14 22:20,25.0
3/29/14 22:30,25.0
3/29/14 22:40,24.9
3/29/14 22:50,24.9
3/29/14 23:00,24.8
3/29/14 23:10,24.8
3/29/14 23:20,25.0
3/29/14 23:30,25.0
3/29/14 23:40,24.8
3/29/14 23:50,24.7
3/30/14 0:00,24.7
3/30/14 0:10,24.7
3/30/14 0:20,24.7
3/30/14 0:30,24.8
3/30/14 0:40,24.8
3/30/14 0:50,24.8
3/30/14 1:00,24.8
3/30/14 1:10,24.9
3/30/14 1:20,24.8
3/30/14 1:30,24.8
3/30/14 1:40,24.9
3/30/14 1:50,24.9
3/30/14 2:00,25.0
3/30/14 2:10,25.0
3/30/14 2:20,25.0
3/30/14 2:30,25.0
3/30/14 2:40,25.0
3/30/14 2:50,25.0
3/30/14 3:00,25.0
3/30/14 3:10,25.0
3/30/14 3:20,25.0
3/30/14 3:30,25.0
3/30/14 3:40,25.0
3/30/14 3:50,25.0
3/30/14 4:00,25.0
3/30/14 4:10,25.0
3/30/14 4:20,25.0
3/30/14 4:30,25.0
3/30/14 4:40,25.0
3/30/14 4:50,24.9
3/30/14 5:00,24.9
3/30/14 5:10,24.8
3/30/14 5:20,24.7
3/30/14 5:30,24.6
3/30/14 5:40,24.7
3/30/14 5:50,24.7
3/30/14 6:00,24.8
3/30/14 6:10,24.7
3/30/14 6:20,24.7
3/30/14 6:30,24.7
3/30/14 6:40,24.7
3/30/14 6:50,24.7
3/30/14 7:00,24.7
3/30/14 7:10,24.7
3/30/14 7:20,24.8
3/30/14 7:30,24.9
3/30/14 7:40,24.8
3/30/14 7:50,24.8
3/30/14 8:00,24.9
3/30/14 8:10,24.8
3/30/14 8:20,24.8
3/30/14 8:30,25.0
3/30/14 8:40,25.3
3/30/14 8:50,25.0
3/30/14 9:00,25.4
3/30/14 9:10,25.6
3/30/14 9:20,25.4
3/30/14 9:30,25.7
3/30/14 9:40,25.6
3/30/14 9:50,25.7
3/30/14 10:00,25.9
3/30/14 10:10,25.6
3/30/14 10:20,25.5
3/30/14 10:30,25.5
3/30/14 10:40,26.1
3/30/14 10:50,26.1
3/30/14 11:00,26.1
3/30/14 11:10,26.1
3/30/14 11:20,26.1
3/30/14 11:30,26.0
3/30/14 11:40,26.2
3/30/14 11:50,26.1
3/30/14 12:00,25.9
3/30/14 12:10,25.7
3/30/14 12:20,26.1
3/30/14 12:30,26.6
3/30/14 12:40,26.3
3/30/14 12:50,25.9
3/30/14 13:00,26.0
3/30/14 13:10,26.1
3/30/14 13:20,26.0
3/30/14 13:30,26.2
3/30/14 13:40,26.3
3/30/14 13:50,26.4
3/30/14 14:00,26.3
3/30/14 14:10,26.3
3/30/14 14:20,26.4
3/30/14 14:30,26.2
3/30/14 14:40,26.1
3/30/14 14:50,26.1
3/30/14 15:00,26.1
3/30/14 15:10,26.2
3/30/14 15:20,26.3
3/30/14 15:30,26.4
3/30/14 15:40,26.4
3/30/14 15:50,26.2
3/30/14 16:00,26.1
3/30/14 16:10,26.2
3/30/14 16:20,26.1
3/30/14 16:30,26.1
3/30/14 16:40,26.0
3/30/14 16:50,26.0
3/30/14 17:00,26.0
3/30/14 17:10,25.9
3/30/14 17:20,25.8
3/30/14 17:30,25.8
3/30/14 17:40,25.8
3/30/14 17:50,25.8
3/30/14 18:00,25.9
3/30/14 18:10,25.9
3/30/14 18:20,25.9
3/30/14 18:30,25.8
3/30/14 18:40,25.8
3/30/14 18:50,25.7
3/30/14 19:00,25.7
3/30/14 19:10,25.7
3/30/14 19:20,25.7
3/30/14 19:30,25.7
3/30/14 19:40,25.6
3/30/14 19:50,25.6
3/30/14 20:00,25.6
3/30/14 20:10,25.6
3/30/14 20:20,25.6
3/30/14 20:30,25.6
3/30/14 20:40,25.6
3/30/14 20:50,25.6
3/30/14 21:00,25.6
3/30/14 21:10,25.6
3/30/14 21:20,25.5
3/30/14 21:30,25.5
3/30/14 21:40,25.5
3/30/14 21:50,25.5
3/30/14 22:00,25.5
3/30/14 22:10,25.5
3/30/14 22:20,25.5
3/30/14 22:30,25.5
3/30/14 22:40,25.5
3/30/14 22:50,25.5
3/30/14 23:00,25.5
3/30/14 23:10,25.5
3/30/14 23:20,25.4
3/30/14 23:30,25.4
3/30/14 23:40,25.3
3/30/14 23:50,25.3
3/31/14 0:00,25.4
3/31/14 0:10,25.4
3/31/14 0:20,25.4
3/31/14 0:30,25.4
3/31/14 0:40,25.4
3/31/14 0:50,25.3
3/31/14 1:00,25.3
3/31/14 1:10,25.3
3/31/14 1:20,25.3
3/31/14 1:30,25.3
3/31/14 1:40,25.3
3/31/14 1:50,25.3
3/31/14 2:00,25.3
3/31/14 2:10,25.3
3/31/14 2:20,25.3
3/31/14 2:30,25.3
3/31/14 2:40,25.3
3/31/14 2:50,25.3
3/31/14 3:00,25.3
3/31/14 3:10,25.3
3/31/14 3:20,25.3
3/31/14 3:30,25.3
3/31/14 3:40,25.2
3/31/14 3:50,25.2
3/31/14 4:00,25.1
3/31/14 4:10,25.1
3/31/14 4:20,25.1
3/31/14 4:30,25.1
3/31/14 4:40,25.1
3/31/14 4:50,25.1
3/31/14 5:00,25.1
3/31/14 5:10,25.1
3/31/14 5:20,25.0
3/31/14 5:30,25.0
3/31/14 5:40,25.0
3/31/14 5:50,25.0
3/31/14 6:00,25.0
3/31/14 6:10,24.9
3/31/14 6:20,24.9
3/31/14 6:30,24.9
3/31/14 6:40,24.8
3/31/14 6:50,24.7
3/31/14 7:00,24.7
3/31/14 7:10,24.7
3/31/14 7:20,24.8
3/31/14 7:30,25.0
3/31/14 7:40,25.0
3/31/14 7:50,25.0
3/31/14 8:00,25.2
3/31/14 8:10,25.2
3/31/14 8:20,25.3
3/31/14 8:30,25.4
3/31/14 8:40,25.5
3/31/14 8:50,25.5
3/31/14 9:00,25.5
3/31/14 9:10,25.5
3/31/14 9:20,25.5
3/31/14 9:30,25.5
3/31/14 9:40,25.5
3/31/14 9:50,25.7
3/31/14 10:00,25.6
3/31/14 10:10,25.8
3/31/14 10:20,25.7
3/31/14 10:30,25.8
3/31/14 10:40,26.1
3/31/14 10:50,26.1
3/31/14 11:00,26.1
3/31/14 11:10,25.8
3/31/14 11:20,25.8
3/31/14 11:30,25.8
3/31/14 11:40,25.6
3/31/14 11:50,25.9
3/31/14 12:00,26.3
3/31/14 12:10,26.2
3/31/14 12:20,26.4
3/31/14 12:30,26.3
3/31/14 12:40,26.2
3/31/14 12:50,26.0
3/31/14 13:00,26.4
3/31/14 13:10,26.2
3/31/14 13:20,26.3
3/31/14 13:30,25.9
3/31/14 13:40,25.9
3/31/14 13:50,25.9
3/31/14 14:00,25.9
3/31/14 14:10,26.0
3/31/14 14:20,26.1
3/31/14 14:30,25.8
3/31/14 14:40,25.8
3/31/14 14:50,25.9
3/31/14 15:00,25.9
3/31/14 15:10,26.0
3/31/14 15:20,25.8
3/31/14 15:30,26.1
3/31/14 15:40,26.1
3/31/14 15:50,26.1
3/31/14 16:00,25.7
3/31/14 16:10,25.7
3/31/14 16:20,25.7
3/31/14 16:30,25.6
3/31/14 16:40,25.6
3/31/14 16:50,25.5
3/31/14 17:00,25.5
3/31/14 17:10,25.5
3/31/14 17:20,25.5
3/31/14 17:30,25.5
3/31/14 17:40,25.5
3/31/14 17:50,25.5
3/31/14 18:00,25.5
3/31/14 18:10,25.5
3/31/14 18:20,25.5
3/31/14 18:30,25.5
3/31/14 18:40,25.5
3/31/14 18:50,25.5
3/31/14 19:00,25.5
3/31/14 19:10,25.5
3/31/14 19:20,25.5
3/31/14 19:30,25.4
3/31/14 19:40,25.4
3/31/14 19:50,25.4
3/31/14 20:00,25.4
3/31/14 20:10,25.3
3/31/14 20:20,25.3
3/31/14 20:30,25.3
3/31/14 20:40,25.2
3/31/14 20:50,25.2
3/31/14 21:00,25.2
3/31/14 21:10,25.1
3/31/14 21:20,25.1
3/31/14 21:30,25.0
3/31/14 21:40,25.0
3/31/14 21:50,25.0
3/31/14 22:00,25.0
3/31/14 22:10,25.0
3/31/14 22:20,25.0
3/31/14 22:30,25.0
3/31/14 22:40,25.0
3/31/14 22:50,25.0
3/31/14 23:00,24.9
3/31/14 23:10,24.9
3/31/14 23:20,24.9
3/31/14 23:30,24.8
3/31/14 23:40,24.8
3/31/14 23:50,24.9
4/1/14 0:00,24.9
4/1/14 0:10,25.0
4/1/14 0:20,25.0
4/1/14 0:30,25.0
4/1/14 0:40,25.0
4/1/14 0:50,24.9
4/1/14 1:00,25.0
4/1/14 1:10,25.0
4/1/14 1:20,25.0
4/1/14 1:30,25.0
4/1/14 1:40,25.0
4/1/14 1:50,25.0
4/1/14 2:00,25.0
4/1/14 2:10,25.1
4/1/14 2:20,25.1
4/1/14 2:30,25.0
4/1/14 2:40,25.1
4/1/14 2:50,25.1
4/1/14 3:00,25.1
4/1/14 3:10,25.1
4/1/14 3:20,25.1
4/1/14 3:30,25.2
4/1/14 3:40,25.2
4/1/14 3:50,25.2
4/1/14 4:00,25.2
4/1/14 4:10,25.2
4/1/14 4:20,25.1
4/1/14 4:30,25.1
4/1/14 4:40,25.1
4/1/14 4:50,25.1
4/1/14 5:00,25.1
4/1/14 5:10,25.1
4/1/14 5:20,25.1
4/1/14 5:30,25.1
4/1/14 5:40,25.1
4/1/14 5:50,25.1
4/1/14 6:00,25.1
4/1/14 6:10,25.1
4/1/14 6:20,25.1
4/1/14 6:30,25.1
4/1/14 6:40,25.1
4/1/14 6:50,25.2
4/1/14 7:00,25.2
4/1/14 7:10,25.2
4/1/14 7:20,25.3
4/1/14 7:30,25.2
4/1/14 7:40,25.2
4/1/14 7:50,25.3
4/1/14 8:00,25.3
4/1/14 8:10,25.2
4/1/14 8:20,25.3
4/1/14 8:30,25.3
4/1/14 8:40,25.3
4/1/14 8:50,25.3
4/1/14 9:00,25.2
4/1/14 9:10,25.2
4/1/14 9:20,25.4
4/1/14 9:30,25.5
4/1/14 9:40,25.5
4/1/14 9:50,25.5
4/1/14 10:00,25.5
4/1/14 10:10,25.7
4/1/14 10:20,25.7
4/1/14 10:30,25.8
4/1/14 10:40,26.0
4/1/14 10:50,26.4
4/1/14 11:00,26.1
4/1/14 11:10,26.7
4/1/14 11:20,26.9
4/1/14 11:30,27.0
4/1/14 11:40,26.3
4/1/14 11:50,26.2
4/1/14 12:00,26.3
4/1/14 12:10,26.0
4/1/14 12:20,26.3
4/1/14 12:30,26.3
4/1/14 12:40,26.6
4/1/14 12:50,26.1
4/1/14 13:00,26.0
4/1/14 13:10,25.9
4/1/14 13:20,26.2
4/1/14 13:30,26.6
4/1/14 13:40,26.1
4/1/14 13:50,26.1
4/1/14 14:00,26.2
4/1/14 14:10,26.0
4/1/14 14:20,25.6
4/1/14 14:30,25.6
4/1/14 14:40,25.6
4/1/14 14:50,25.6
4/1/14 15:00,25.5
4/1/14 15:10,25.5
4/1/14 15:20,25.5
4/1/14 15:30,25.5
4/1/14 15:40,25.5
4/1/14 15:50,25.5
4/1/14 16:00,25.5
4/1/14 16:10,25.5
4/1/14 16:20,25.5
4/1/14 16:30,25.5
4/1/14 16:40,25.4
4/1/14 16:50,25.5
4/1/14 17:00,25.5
4/1/14 17:10,25.5
4/1/14 17:20,25.5
4/1/14 17:30,25.5
4/1/14 17:40,25.4
4/1/14 17:50,25.4
4/1/14 18:00,25.4
4/1/14 18:10,25.4
4/1/14 18:20,25.4
4/1/14 18:30,25.3
4/1/14 18:40,25.3
4/1/14 18:50,25.3
4/1/14 19:00,25.3
4/1/14 19:10,25.3
4/1/14 19:20,25.3
4/1/14 19:30,25.3
4/1/14 19:40,25.3
4/1/14 19:50,25.3
4/1/14 20:00,25.2
4/1/14 20:10,25.2
4/1/14 20:20,25.2
4/1/14 20:30,25.1
4/1/14 20:40,25.1
4/1/14 20:50,25.0
4/1/14 21:00,25.0
4/1/14 21:10,25.0
4/1/14 21:20,25.0
4/1/14 21:30,25.0
4/1/14 21:40,25.0
4/1/14 21:50,25.1
4/1/14 22:00,25.1
4/1/14 22:10,25.1
4/1/14 22:20,25.1
4/1/14 22:30,25.1
4/1/14 22:40,25.0
4/1/14 22:50,25.0
4/1/14 23:00,25.0
4/1/14 23:10,25.0
4/1/14 23:20,25.0
4/1/14 23:30,25.0
4/1/14 23:40,25.0
4/1/14 23:50,25.0
4/2/14 0:00,25.0
4/2/14 0:10,25.0
4/2/14 0:20,25.0
4/2/14 0:30,25.0
4/2/14 0:40,25.0
4/2/14 0:50,25.0
4/2/14 1:00,25.0
4/2/14 1:10,25.0
4/2/14 1:20,25.0
4/2/14 1:30,25.0
4/2/14 1:40,25.0
4/2/14 1:50,25.0
4/2/14 2:00,25.0
4/2/14 2:10,25.0
4/2/14 2:20,25.0
4/2/14 2:30,25.0
4/2/14 2:40,25.0
4/2/14 2:50,24.9
4/2/14 3:00,24.9
4/2/14 3:10,24.8
4/2/14 3:20,24.8
4/2/14 3:30,24.7
4/2/14 3:40,24.7
4/2/14 3:50,24.8
4/2/14 4:00,24.7
4/2/14 4:10,24.7
4/2/14 4:20,24.7
4/2/14 4:30,24.7
4/2/14 4:40,24.7
4/2/14 4:50,24.7
4/2/14 5:00,24.7
4/2/14 5:10,24.7
4/2/14 5:20,24.6
4/2/14 5:30,24.7
4/2/14 5:40,24.6
4/2/14 5:50,24.7
4/2/14 6:00,24.7
4/2/14 6:10,24.7
4/2/14 6:20,24.7
4/2/14 6:30,24.7
4/2/14 6:40,24.7
4/2/14 6:50,24.7
4/2/14 7:00,24.8
4/2/14 7:10,24.8
4/2/14 7:20,24.7
4/2/14 7:30,24.7
4/2/14 7:40,24.6
4/2/14 7:50,24.8
4/2/14 8:00,24.9
4/2/14 8:10,24.9
4/2/14 8:20,25.1
4/2/14 8:30,25.0
4/2/14 8:40,25.0
4/2/14 8:50,25.3
4/2/14 9:00,25.5
4/2/14 9:10,25.7
4/2/14 9:20,25.9
4/2/14 9:30,26.1
4/2/14 9:40,25.5
4/2/14 9:50,26.0
4/2/14 10:00,26.1
