Date.Time,Tank3.Light,Tank3.Temp
4/2/14 0:00,,24.629
4/2/14 0:15,,24.605
4/2/14 0:30,,24.605
4/2/14 0:45,,24.581
4/2/14 1:00,,24.557
4/2/14 1:15,,24.532
4/2/14 1:30,,24.532
4/2/14 1:45,,24.508
4/2/14 2:00,,24.508
4/2/14 2:15,,24.508
4/2/14 2:30,,24.484
4/2/14 2:45,,24.46
4/2/14 3:00,,24.46
4/2/14 3:15,,24.436
4/2/14 3:30,,24.412
4/2/14 3:45,,24.412
4/2/14 4:00,,24.388
4/2/14 4:15,,24.363
4/2/14 4:30,,24.363
4/2/14 4:45,,24.339
4/2/14 5:00,,24.339
4/2/14 5:15,,24.315
4/2/14 5:30,,24.315
4/2/14 5:45,,24.291
4/2/14 6:00,,24.291
4/2/14 6:15,,24.291
4/2/14 6:30,,24.267
4/2/14 6:45,,24.267
4/2/14 7:00,,24.291
4/2/14 7:15,,24.291
4/2/14 7:30,,24.315
4/2/14 7:45,,24.339
4/2/14 8:00,,24.388
4/2/14 8:15,,24.436
4/2/14 8:30,,24.532
4/2/14 8:45,,24.605
4/2/14 9:00,,24.823
4/2/14 9:15,,24.968
4/2/14 9:30,,25.162
4/2/14 9:45,,25.21
4/2/14 10:00,,25.331
4/2/14 10:15,,25.428
4/2/14 10:30,,25.525
4/2/14 10:45,,25.647
4/2/14 11:00,,25.841
4/2/14 11:15,,25.939
4/2/14 11:30,,26.158
4/2/14 11:45,,26.378
4/2/14 12:00,,26.524
4/2/14 12:15,,26.695
4/2/14 12:30,,26.891
4/2/14 12:45,,27.136
4/2/14 13:00,,27.284
4/2/14 13:15,,27.431
4/2/14 13:30,,27.653
4/2/14 13:45,,27.85
4/2/14 14:00,,28.122
4/2/14 14:15,,28.245
4/2/14 14:30,,28.394
4/2/14 14:45,,28.394
4/2/14 15:00,,28.369
4/2/14 15:15,,28.345
4/2/14 15:30,,28.32
4/2/14 15:45,,28.32
4/2/14 16:00,,28.27
4/2/14 16:15,,28.245
4/2/14 16:30,,28.196
4/2/14 16:45,,28.147
4/2/14 17:00,,28.097
4/2/14 17:15,,28.023
4/2/14 17:30,,27.974
4/2/14 17:45,,27.924
4/2/14 18:00,,27.85
4/2/14 18:15,,27.776
4/2/14 18:30,,27.727
4/2/14 18:45,,27.628
4/2/14 19:00,,27.554
4/2/14 19:15,,27.481
4/2/14 19:30,,27.431
4/2/14 19:45,,27.358
4/2/14 20:00,,27.284
4/2/14 20:15,,27.235
4/2/14 20:30,,27.161
4/2/14 20:45,,27.087
4/2/14 21:00,,27.014
4/2/14 21:15,,26.94
4/2/14 21:30,,26.867
4/2/14 21:45,,26.818
4/2/14 22:00,,26.744
4/2/14 22:15,,26.671
4/2/14 22:30,,26.622
4/2/14 22:45,,26.549
4/2/14 23:00,,26.5
4/2/14 23:15,,26.426
4/2/14 23:30,,26.378
4/2/14 23:45,,26.304
4/3/14 0:00,,26.256
4/3/14 0:15,,26.207
4/3/14 0:30,,26.158
4/3/14 0:45,,26.109
4/3/14 1:00,,26.061
4/3/14 1:15,,26.012
4/3/14 1:30,,25.963
4/3/14 1:45,,25.914
4/3/14 2:00,,25.866
4/3/14 2:15,,25.817
4/3/14 2:30,,25.768
4/3/14 2:45,,25.72
4/3/14 3:00,,25.671
4/3/14 3:15,,25.623
4/3/14 3:30,,25.574
4/3/14 3:45,,25.525
4/3/14 4:00,,25.477
4/3/14 4:15,,25.404
4/3/14 4:30,,25.38
4/3/14 4:45,,25.307
4/3/14 5:00,,25.258
4/3/14 5:15,,25.21
4/3/14 5:30,,25.162
4/3/14 5:45,,25.089
4/3/14 6:00,,25.04
4/3/14 6:15,,24.992
4/3/14 6:30,,24.919
4/3/14 6:45,,24.871
4/3/14 7:00,,24.847
4/3/14 7:15,,24.798
4/3/14 7:30,,24.798
4/3/14 7:45,,24.798
4/3/14 8:00,,24.798
4/3/14 8:15,,24.847
4/3/14 8:30,,24.919
4/3/14 8:45,,24.992
4/3/14 9:00,,25.186
4/3/14 9:15,,25.307
4/3/14 9:30,,25.38
4/3/14 9:45,,25.598
4/3/14 10:00,,25.671
4/3/14 10:15,,25.817
4/3/14 10:30,,26.012
4/3/14 10:45,,26.158
4/3/14 11:00,,26.402
4/3/14 11:15,,26.598
4/3/14 11:30,,26.769
4/3/14 11:45,,26.916
4/3/14 12:00,,27.087
4/3/14 12:15,,27.235
4/3/14 12:30,,27.431
4/3/14 12:45,,27.653
4/3/14 13:00,,27.924
4/3/14 13:15,,28.171
4/3/14 13:30,,28.394
4/3/14 13:45,,28.642
4/3/14 14:00,,28.816
4/3/14 14:15,,29.015
4/3/14 14:30,,29.215
4/3/14 14:45,,29.24
4/3/14 15:00,,29.315
4/3/14 15:15,,29.29
4/3/14 15:30,,29.265
4/3/14 15:45,,29.215
4/3/14 16:00,,29.19
4/3/14 16:15,,29.165
4/3/14 16:30,,29.115
4/3/14 16:45,,29.065
4/3/14 17:00,,29.015
4/3/14 17:15,,28.916
4/3/14 17:30,,28.841
4/3/14 17:45,,28.766
4/3/14 18:00,,28.667
4/3/14 18:15,,28.593
4/3/14 18:30,,28.493
4/3/14 18:45,,28.394
4/3/14 19:00,,28.32
4/3/14 19:15,,28.221
4/3/14 19:30,,28.122
4/3/14 19:45,,28.023
4/3/14 20:00,,27.949
4/3/14 20:15,,27.85
4/3/14 20:30,,27.776
4/3/14 20:45,,27.677
4/3/14 21:00,,27.579
4/3/14 21:15,,27.505
4/3/14 21:30,,27.431
4/3/14 21:45,,27.333
4/3/14 22:00,,27.259
4/3/14 22:15,,27.161
4/3/14 22:30,,27.087
4/3/14 22:45,,26.989
4/3/14 23:00,,26.94
4/3/14 23:15,,26.867
4/3/14 23:30,,26.793
4/3/14 23:45,,26.72
4/4/14 0:00,,26.646
4/4/14 0:15,,26.573
4/4/14 0:30,,26.5
4/4/14 0:45,,26.451
4/4/14 1:00,,26.378
4/4/14 1:15,,26.329
4/4/14 1:30,,26.256
4/4/14 1:45,,26.182
4/4/14 2:00,,26.109
4/4/14 2:15,,26.036
4/4/14 2:30,,25.987
4/4/14 2:45,,25.939
4/4/14 3:00,,25.866
4/4/14 3:15,,25.817
4/4/14 3:30,,25.744
4/4/14 3:45,,25.695
4/4/14 4:00,,25.647
4/4/14 4:15,,25.574
4/4/14 4:30,,25.525
4/4/14 4:45,,25.477
4/4/14 5:00,,25.404
4/4/14 5:15,,25.331
4/4/14 5:30,,25.283
4/4/14 5:45,,25.234
4/4/14 6:00,,25.186
4/4/14 6:15,,25.137
4/4/14 6:30,,25.113
4/4/14 6:45,,25.065
4/4/14 7:00,,25.04
4/4/14 7:15,,25.016
4/4/14 7:30,,25.016
4/4/14 7:45,,25.016
4/4/14 8:00,,25.04
4/4/14 8:15,,25.089
4/4/14 8:30,,25.162
4/4/14 8:45,,25.307
4/4/14 9:00,,25.501
4/4/14 9:15,,25.647
4/4/14 9:30,,25.72
4/4/14 9:45,,25.768
4/4/14 10:00,,25.963
4/4/14 10:15,,26.158
4/4/14 10:30,,26.304
4/4/14 10:45,,26.622
4/4/14 11:00,,26.818
4/4/14 11:15,,26.891
4/4/14 11:30,,27.112
4/4/14 11:45,,27.333
4/4/14 12:00,,27.505
4/4/14 12:15,,27.604
4/4/14 12:30,,27.727
4/4/14 12:45,,27.924
4/4/14 13:00,,27.974
4/4/14 13:15,,28.171
4/4/14 13:30,,28.468
4/4/14 13:45,,28.717
4/4/14 14:00,,28.816
4/4/14 14:15,,28.891
4/4/14 14:30,,29.065
4/4/14 14:45,,29.19
4/4/14 15:00,,29.29
4/4/14 15:15,,29.265
4/4/14 15:30,,29.265
4/4/14 15:45,,29.24
4/4/14 16:00,,29.19
4/4/14 16:15,,29.14
4/4/14 16:30,,29.09
4/4/14 16:45,,29.015
4/4/14 17:00,,28.941
4/4/14 17:15,,28.742
4/4/14 17:30,,28.543
4/4/14 17:45,,28.345
4/4/14 18:00,,28.171
4/4/14 18:15,,27.998
4/4/14 18:30,,27.825
4/4/14 18:45,,27.653
4/4/14 19:00,,27.505
4/4/14 19:15,,27.333
4/4/14 19:30,,27.186
4/4/14 19:45,,27.063
4/4/14 20:00,,26.916
4/4/14 20:15,,26.793
4/4/14 20:30,,26.671
4/4/14 20:45,,26.573
4/4/14 21:00,,26.451
4/4/14 21:15,,26.353
4/4/14 21:30,,26.256
4/4/14 21:45,,26.158
4/4/14 22:00,,26.061
4/4/14 22:15,,25.963
4/4/14 22:30,,25.866
4/4/14 22:45,,25.793
4/4/14 23:00,,25.72
4/4/14 23:15,,25.647
4/4/14 23:30,,25.574
4/4/14 23:45,,25.501
4/5/14 0:00,,25.428
4/5/14 0:15,,25.38
4/5/14 0:30,,25.331
4/5/14 0:45,,25.283
4/5/14 1:00,,25.21
4/5/14 1:15,,25.162
4/5/14 1:30,,25.113
4/5/14 1:45,,25.065
4/5/14 2:00,,25.016
4/5/14 2:15,,24.944
4/5/14 2:30,,24.895
4/5/14 2:45,,24.871
4/5/14 3:00,,24.823
4/5/14 3:15,,24.774
4/5/14 3:30,,24.75
4/5/14 3:45,,24.726
4/5/14 4:00,,24.702
4/5/14 4:15,,24.677
4/5/14 4:30,,24.653
4/5/14 4:45,,24.629
4/5/14 5:00,,24.605
4/5/14 5:15,,24.581
4/5/14 5:30,,24.557
4/5/14 5:45,,24.557
4/5/14 6:00,,24.532
4/5/14 6:15,,24.508
4/5/14 6:30,,24.484
4/5/14 6:45,,24.484
4/5/14 7:00,,24.484
4/5/14 7:15,,24.484
4/5/14 7:30,,24.532
4/5/14 7:45,,24.581
4/5/14 8:00,,24.629
4/5/14 8:15,,24.653
4/5/14 8:30,,24.774
4/5/14 8:45,,24.919
4/5/14 9:00,,25.04
4/5/14 9:15,,25.234
4/5/14 9:30,,25.428
4/5/14 9:45,,25.671
4/5/14 10:00,,25.89
4/5/14 10:15,,26.109
4/5/14 10:30,,26.353
4/5/14 10:45,,26.598
4/5/14 11:00,,26.842
4/5/14 11:15,,27.087
4/5/14 11:30,,27.358
4/5/14 11:45,,27.579
4/5/14 12:00,,27.825
4/5/14 12:15,,27.998
4/5/14 12:30,,28.147
4/5/14 12:45,,28.345
4/5/14 13:00,,28.518
4/5/14 13:15,,28.717
4/5/14 13:30,,28.841
4/5/14 13:45,,28.841
4/5/14 14:00,,28.766
4/5/14 14:15,,28.717
4/5/14 14:30,,28.692
4/5/14 14:45,,28.617
4/5/14 15:00,,28.493
4/5/14 15:15,,28.345
4/5/14 15:30,,28.196
4/5/14 15:45,,28.072
4/5/14 16:00,,27.974
4/5/14 16:15,,27.875
4/5/14 16:30,,27.751
4/5/14 16:45,,27.653
4/5/14 17:00,,27.53
4/5/14 17:15,,27.431
4/5/14 17:30,,27.333
4/5/14 17:45,,27.235
4/5/14 18:00,,27.136
4/5/14 18:15,,27.014
4/5/14 18:30,,26.916
4/5/14 18:45,,26.818
4/5/14 19:00,,26.72
4/5/14 19:15,,26.622
4/5/14 19:30,,26.524
4/5/14 19:45,,26.451
4/5/14 20:00,,26.353
4/5/14 20:15,,26.256
4/5/14 20:30,,26.182
4/5/14 20:45,,26.109
4/5/14 21:00,,26.036
4/5/14 21:15,,25.963
4/5/14 21:30,,25.866
4/5/14 21:45,,25.793
4/5/14 22:00,,25.72
4/5/14 22:15,,25.671
4/5/14 22:30,,25.598
4/5/14 22:45,,25.525
4/5/14 23:00,,25.477
4/5/14 23:15,,25.428
4/5/14 23:30,,25.355
4/5/14 23:45,,25.307
4/6/14 0:00,,25.258
4/6/14 0:15,,25.21
4/6/14 0:30,,25.162
4/6/14 0:45,,25.113
4/6/14 1:00,,25.065
4/6/14 1:15,,25.04
4/6/14 1:30,,24.992
4/6/14 1:45,,24.944
4/6/14 2:00,,24.895
4/6/14 2:15,,24.847
4/6/14 2:30,,24.823
4/6/14 2:45,,24.774
4/6/14 3:00,,24.75
4/6/14 3:15,,24.702
4/6/14 3:30,,24.677
4/6/14 3:45,,24.653
4/6/14 4:00,,24.605
4/6/14 4:15,,24.605
4/6/14 4:30,,24.557
4/6/14 4:45,,24.532
4/6/14 5:00,,24.508
4/6/14 5:15,,24.484
4/6/14 5:30,,24.46
4/6/14 5:45,,24.436
4/6/14 6:00,,24.412
4/6/14 6:15,,24.388
4/6/14 6:30,,24.363
4/6/14 6:45,,24.339
4/6/14 7:00,,24.339
4/6/14 7:15,,24.339
4/6/14 7:30,,24.339
4/6/14 7:45,,24.363
4/6/14 8:00,,24.412
4/6/14 8:15,,24.508
